Loyalty Number,total_flights,total_distance,total_pts_acc,total_pts_red,total_cost_redeemed,months_with_flights,total_months_obs,recency_months,activity_rate,redemption_rate,h1_monthly_avg,h2_monthly_avg,activity_trend,seasonal_concentration,flights_q1,flights_q2,flights_q3,flights_q4,avg_flights_last6m,Province,Gender,Education,Salary_imputed,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,churned_formal,churned_behavioral,enrollment_date,tenure_months,loyalty_card_enc,gender_enc,enrolled_standard,churn_probability,risk_tier,risk_rank,cluster,segment
681309,46,71415,71415.0,0,0,14,24,4.0,0.5833,0.0,2.6667,1.6667,-1.0,0.3261,11,15,13,7,1.3333,Ontario,Female,Bachelor,59661.0,Divorced,Star,4682.25,Standard,2016,11,,0,0,2016-11-01,25,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
681328,11,16804,16804.0,0,0,5,24,2.0,0.2083,0.0,0.0,0.6111,0.6111,0.3636,0,4,3,4,0.8333,British Columbia,Female,Bachelor,53638.0,Divorced,Nova,3147.97,Standard,2017,6,,0,0,2017-06-01,18,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
681399,47,59813,59813.0,1682,303,17,24,0.0,0.7083,0.0281,1.6667,2.0556,0.3889,0.2979,12,14,9,12,2.3333,Manitoba,Female,Bachelor,58740.0,Single,Aurora,14709.0,Standard,2016,6,,0,0,2016-06-01,30,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
681593,16,22796,22796.0,398,72,5,24,1.0,0.2083,0.0175,0.0,0.8889,0.8889,0.625,0,2,10,4,2.3333,British Columbia,Male,Bachelor,57870.0,Married,Aurora,10208.93,Standard,2018,5,,0,0,2018-05-01,7,2,0,1,0.0002,High,0.8719005795542809,1,New Engagers II
681649,55,66843,66843.0,591,106,18,24,0.0,0.75,0.0088,1.5,2.5556,1.0556,0.3273,10,10,17,18,2.6667,Ontario,Male,Bachelor,60582.0,Divorced,Nova,4563.02,Standard,2012,5,,0,0,2012-05-01,79,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
681722,40,68066,68066.0,0,0,12,24,1.0,0.5,0.0,0.1667,2.1667,2.0,0.45,1,10,18,11,1.6667,British Columbia,Male,College,73135.0,Single,Star,8012.12,Standard,2014,10,,0,0,2014-10-01,50,0,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
681785,40,67123,67123.0,0,0,13,24,0.0,0.5417,0.0,1.6667,1.6667,0.0,0.35,10,14,9,7,1.1667,British Columbia,Male,Doctor,198691.0,Divorced,Star,2395.57,Standard,2014,6,,0,0,2014-06-01,54,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
681822,43,70295,70295.0,2079,374,14,24,0.0,0.5833,0.0296,1.1667,2.0,0.8333,0.5349,4,8,8,23,2.0,British Columbia,Male,Bachelor,51017.0,Married,Nova,6782.56,Standard,2014,2,,0,0,2014-02-01,58,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
681887,53,76588,76588.0,1011,182,16,24,0.0,0.6667,0.0132,2.5,2.1111,-0.3889,0.3208,10,15,17,11,2.3333,Ontario,Male,College,73327.0,Married,Nova,11663.99,Standard,2012,9,,0,0,2012-09-01,75,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
681921,30,34040,34040.0,0,0,10,24,0.0,0.4167,0.0,0.8333,1.3889,0.5556,0.4667,2,14,11,3,2.0,Ontario,Male,College,73327.0,Single,Nova,4471.78,Standard,2013,11,,0,0,2013-11-01,61,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
681961,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Quebec,Male,Bachelor,53065.0,Single,Nova,11611.95,Standard,2015,2,2015.0,1,0,2015-02-01,46,1,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
681984,55,79850,79850.0,354,64,17,24,0.0,0.7083,0.0044,2.1667,2.3333,0.1666,0.2909,10,16,13,16,3.0,Yukon,Female,College,74123.0,Single,Aurora,7575.65,Standard,2012,11,,0,0,2012-11-01,73,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
682064,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Female,Bachelor,70705.0,Married,Star,2599.04,Standard,2012,4,,0,0,2012-04-01,80,0,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
682103,31,55190,55190.0,898,162,12,24,0.0,0.5,0.0163,0.5,1.5556,1.0556,0.5161,3,9,3,16,1.6667,Ontario,Male,Bachelor,87259.0,Divorced,Star,4974.8,Standard,2013,8,,0,0,2013-08-01,64,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
682194,39,72414,72414.0,0,0,15,24,1.0,0.625,0.0,1.3333,1.7222,0.3889,0.2821,11,9,10,9,1.3333,Ontario,Male,Bachelor,57870.0,Married,Nova,10208.93,Standard,2015,7,,0,0,2015-07-01,41,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
682288,30,48936,48936.0,374,67,11,24,0.0,0.4583,0.0076,1.5,1.1667,-0.3333,0.3,6,7,8,9,1.0,New Brunswick,Male,College,73135.0,Single,Star,4524.64,Standard,2012,8,,0,0,2012-08-01,76,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
682308,37,52497,52497.0,493,89,14,24,1.0,0.5833,0.0094,2.1667,1.3333,-0.8334,0.3514,13,4,13,7,1.6667,Quebec,Male,College,74123.0,Married,Aurora,5079.83,Standard,2014,2,,0,0,2014-02-01,58,2,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
682337,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Male,College,73135.0,Single,Star,4873.67,Standard,2018,9,,0,0,2018-09-01,3,0,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
682356,36,58276,58276.0,1463,264,12,24,0.0,0.5,0.0251,2.6667,1.1111,-1.5556,0.2778,8,9,9,10,1.8333,Ontario,Male,Bachelor,72656.0,Divorced,Aurora,10963.96,Standard,2014,5,,0,0,2014-05-01,55,2,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
682419,36,47303,47303.0,629,113,18,24,1.0,0.75,0.0133,1.5,1.5,0.0,0.3056,9,11,9,7,2.0,Quebec,Female,College,73135.0,Married,Star,3883.4,Standard,2013,8,,0,0,2013-08-01,64,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
682521,21,38722,38722.0,0,0,7,24,16.0,0.2917,0.0,2.1667,0.4444,-1.7223,0.381,7,6,8,0,0.0,British Columbia,Male,Bachelor,75509.0,Divorced,Nova,5660.13,Standard,2016,12,2017.0,1,0,2016-12-01,24,1,0,1,0.0001,Medium,0.6197347194837785,3,At-Risk Inactives
682528,56,91632,91632.0,965,174,15,24,0.0,0.625,0.0105,1.6667,2.5556,0.8889,0.375,4,21,17,14,2.1667,Quebec,Female,Bachelor,92826.0,Married,Nova,3226.85,Standard,2012,11,,0,0,2012-11-01,73,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
682533,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Quebec,Male,Bachelor,74609.0,Single,Star,5350.37,Standard,2018,11,,0,0,2018-11-01,1,0,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
682571,23,31520,31520.0,990,179,9,24,6.0,0.375,0.0314,1.8333,0.6667,-1.1666,0.5652,7,13,3,0,0.0,British Columbia,Female,Bachelor,56594.0,Divorced,Star,2899.32,Standard,2012,12,,0,0,2012-12-01,72,0,1,1,0.0005,Critical,0.9815677839517236,4,Loyal Frequent Fliers
682654,18,28311,28311.0,598,108,6,24,12.0,0.25,0.0211,0.8333,0.7222,-0.1111,0.3889,2,3,6,7,0.0,Ontario,Female,Bachelor,55093.0,Married,Nova,3274.19,Standard,2014,2,2017.0,1,0,2014-02-01,58,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
682707,26,50414,50414.0,366,66,10,24,0.0,0.4167,0.0073,0.3333,1.3333,1.0,0.6154,2,5,16,3,2.1667,British Columbia,Female,High School or Below,65565.0,Married,Nova,5498.94,Standard,2017,4,,0,0,2017-04-01,20,1,1,1,0.0002,High,0.8719005795542809,1,New Engagers II
682709,29,52934,52934.0,364,66,12,24,2.0,0.5,0.0069,2.3333,0.8333,-1.5,0.5517,4,16,5,4,1.0,Ontario,Male,Bachelor,103965.0,Married,Nova,2929.92,Standard,2014,1,,0,0,2014-01-01,59,1,0,1,0.0004,Critical,0.9792077433231762,4,Loyal Frequent Fliers
682813,42,63817,63817.0,550,99,17,24,0.0,0.7083,0.0086,1.0,2.0,1.0,0.381,5,11,16,10,3.3333,Alberta,Female,Bachelor,86484.0,Married,Nova,4222.63,Standard,2016,4,,0,0,2016-04-01,32,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
682819,40,57727,57727.0,0,0,16,24,1.0,0.6667,0.0,1.3333,1.7778,0.4445,0.375,15,7,14,4,1.6667,Ontario,Female,Bachelor,47602.0,Divorced,Aurora,8608.16,Standard,2014,3,,0,0,2014-03-01,57,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
682826,44,68545,68545.0,2048,370,16,24,0.0,0.6667,0.0299,2.1667,1.7222,-0.4445,0.4091,8,18,10,8,0.8333,Ontario,Female,Bachelor,83310.0,Single,Star,3278.53,Standard,2014,7,,0,0,2014-07-01,53,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
682840,37,52365,52365.0,1010,182,16,24,3.0,0.6667,0.0193,1.8333,1.4444,-0.3889,0.3514,9,12,13,3,1.5,New Brunswick,Male,Bachelor,48852.0,Married,Nova,7034.35,Standard,2015,12,,0,0,2015-12-01,36,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
682979,69,94555,94555.0,1463,264,26,48,0.0,0.5417,0.0155,3.6667,2.6111,-1.0556,0.3333,14,23,20,12,1.25,Ontario,Male,Bachelor,76159.0,Married,Star,4330.39,Standard,2014,6,,0,0,2014-06-01,54,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
682980,12,18676,18676.0,0,0,5,24,18.0,0.2083,0.0,2.0,0.0,-2.0,0.6667,4,8,0,0,0.0,Ontario,Male,Bachelor,89007.0,Married,Nova,8302.32,Standard,2016,10,2017.0,1,1,2016-10-01,26,1,0,1,0.9999,Critical,0.9928302563183368,2,Dormant High-Value
683126,42,58082,58082.0,1274,229,16,24,0.0,0.6667,0.0219,1.8333,1.7222,-0.1111,0.3571,12,13,15,2,1.8333,Quebec,Female,College,73135.0,Single,Star,7600.03,Standard,2013,6,,0,0,2013-06-01,66,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
683239,9,17520,17520.0,0,0,5,24,11.0,0.2083,0.0,0.0,0.5,0.5,0.6667,1,0,6,2,0.0,Yukon,Male,College,74123.0,Single,Aurora,8390.12,Standard,2017,7,2018.0,1,0,2017-07-01,17,2,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
683250,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Quebec,Male,Bachelor,74756.0,Married,Nova,3554.85,Standard,2014,10,2015.0,1,0,2014-10-01,50,1,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
683276,2,3970,3970.0,518,93,1,24,1.0,0.0417,0.1305,0.0,0.1111,0.1111,1.0,0,0,0,2,0.3333,Quebec,Female,Bachelor,47996.0,Married,Aurora,41075.43,Standard,2018,10,,0,0,2018-10-01,2,2,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
683288,11,24350,24350.0,440,79,4,24,14.0,0.1667,0.0181,1.1667,0.2222,-0.9445,0.3636,4,3,2,2,0.0,Nova Scotia,Female,Master,81333.0,Single,Nova,6005.85,Standard,2014,12,2018.0,1,0,2014-12-01,48,1,1,1,0.0001,Medium,0.6197347194837785,3,At-Risk Inactives
683356,41,63291,63291.0,1478,266,15,24,0.0,0.625,0.0234,1.3333,1.8333,0.5,0.3659,3,12,15,11,2.6667,Saskatchewan,Female,Bachelor,57377.0,Single,Nova,2854.27,Standard,2015,11,,0,0,2015-11-01,37,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
683361,28,36738,36738.0,0,0,10,24,0.0,0.4167,0.0,0.0,1.5556,1.5556,0.3214,9,4,8,7,2.5,Quebec,Male,Bachelor,53178.0,Married,Star,4656.67,Standard,2017,11,,0,0,2017-11-01,13,0,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
683458,0,0,0.0,0,0,0,11,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Female,Bachelor,52436.0,Married,Star,5045.87,2018 Promotion,2018,4,,0,0,2018-04-01,8,0,1,0,0.0002,High,0.8719005795542809,3,At-Risk Inactives
683470,47,80955,80955.0,453,82,16,24,0.0,0.6667,0.0056,2.8333,1.6667,-1.1666,0.2766,9,13,13,12,1.6667,Ontario,Male,Bachelor,63609.0,Married,Nova,12047.78,Standard,2014,2,,0,0,2014-02-01,58,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
683485,39,47264,47264.0,1133,204,14,24,0.0,0.5833,0.024,1.0,1.8333,0.8333,0.359,4,13,8,14,1.3333,Manitoba,Female,Bachelor,69098.0,Married,Nova,8092.88,Standard,2017,3,,0,0,2017-03-01,21,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
683487,32,48805,48805.0,1512,272,12,24,0.0,0.5,0.031,1.0,1.4444,0.4444,0.4688,6,5,6,15,1.6667,Quebec,Male,Bachelor,65489.0,Married,Nova,11606.85,Standard,2012,4,,0,0,2012-04-01,80,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
683503,45,73801,73801.0,1540,277,16,24,1.0,0.6667,0.0209,2.5,1.6667,-0.8333,0.3778,8,17,10,10,1.6667,Ontario,Male,Bachelor,59372.0,Married,Aurora,13223.04,Standard,2016,1,,0,0,2016-01-01,35,2,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
683550,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Alberta,Male,Bachelor,67821.0,Single,Nova,3585.88,Standard,2014,4,2016.0,1,0,2014-04-01,56,1,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
683660,48,72609,72609.0,1483,267,15,24,0.0,0.625,0.0204,1.0,2.3333,1.3333,0.3125,9,11,13,15,2.3333,Manitoba,Male,Bachelor,69371.0,Divorced,Star,2996.89,Standard,2015,9,,0,0,2015-09-01,39,0,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
683664,12,21421,21421.0,0,0,3,24,0.0,0.125,0.0,0.0,0.6667,0.6667,0.75,0,0,3,9,2.0,Quebec,Male,Bachelor,59401.0,Married,Nova,8516.75,Standard,2018,7,,0,0,2018-07-01,5,1,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
683685,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Ontario,Male,Bachelor,67592.0,Married,Nova,12887.43,Standard,2015,5,2016.0,1,0,2015-05-01,43,1,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
683699,32,41029,41029.0,457,82,14,24,0.0,0.5833,0.0111,1.1667,1.3889,0.2222,0.3438,11,7,10,4,0.1667,Nova Scotia,Male,Bachelor,94801.0,Divorced,Nova,2795.74,Standard,2014,4,,0,0,2014-04-01,56,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
683751,45,69379,69379.0,1158,209,16,24,0.0,0.6667,0.0167,1.6667,1.9444,0.2777,0.3778,7,12,17,9,2.6667,Alberta,Male,Master,128118.0,Married,Star,3873.65,Standard,2013,2,,0,0,2013-02-01,70,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
683791,42,61120,61120.0,1538,277,15,24,0.0,0.625,0.0252,1.3333,1.8889,0.5556,0.4048,5,12,17,8,2.5,Ontario,Female,Bachelor,47834.0,Married,Star,4884.16,Standard,2015,1,,0,0,2015-01-01,47,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
683838,29,44234,44234.0,1263,227,11,24,0.0,0.4583,0.0286,0.0,1.6111,1.6111,0.4483,2,2,13,12,3.8333,British Columbia,Male,Bachelor,93731.0,Married,Nova,19643.54,Standard,2017,11,,0,0,2017-11-01,13,1,0,1,0.0,Low,0.2349286013025034,1,New Engagers II
683875,3,2940,2940.0,0,0,2,24,0.0,0.0833,0.0,0.0,0.1667,0.1667,1.0,0,0,0,3,0.5,British Columbia,Female,College,73135.0,Married,Star,17288.55,Standard,2018,9,,0,0,2018-09-01,3,0,1,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
683901,45,60114,60114.0,0,0,15,24,0.0,0.625,0.0,2.0,1.8333,-0.1667,0.3333,8,11,11,15,1.5,Quebec,Male,Doctor,154475.0,Married,Aurora,26197.41,Standard,2015,5,,0,0,2015-05-01,43,2,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
683909,35,60831,91246.5,638,115,4,11,2.0,0.3636,0.007,0.0,1.9444,1.9444,0.8,0,1,28,6,5.6667,Quebec,Female,Bachelor,85456.0,Single,Aurora,5139.56,2018 Promotion,2018,2,,0,0,2018-02-01,10,2,1,0,0.0002,High,0.8719005795542809,0,New Engagers
683910,23,35608,35608.0,560,101,7,24,5.0,0.2917,0.0157,0.0,1.2778,1.2778,0.3043,6,6,7,4,1.0,British Columbia,Female,Bachelor,53293.0,Married,Star,5897.56,Standard,2017,7,2018.0,1,0,2017-07-01,17,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
683920,45,69488,69488.0,811,146,16,24,0.0,0.6667,0.0117,1.3333,2.0556,0.7223,0.2889,12,9,11,13,2.3333,Nova Scotia,Male,Bachelor,86393.0,Married,Star,8337.19,Standard,2014,7,,0,0,2014-07-01,53,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
684022,37,67017,67017.0,972,175,12,24,2.0,0.5,0.0145,3.0,1.0556,-1.9444,0.3243,11,12,9,5,1.0,Ontario,Male,Bachelor,62344.0,Married,Star,5232.45,Standard,2016,9,,0,0,2016-09-01,27,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
684081,6,9914,9914.0,0,0,2,24,0.0,0.0833,0.0,0.0,0.3333,0.3333,1.0,0,0,0,6,1.0,British Columbia,Male,Bachelor,76150.0,Married,Star,2697.33,Standard,2018,9,,0,0,2018-09-01,3,0,0,1,0.0002,High,0.8719005795542809,2,Dormant High-Value
684103,3,5479,5479.0,457,82,2,24,21.0,0.0833,0.0834,0.5,0.0,-0.5,1.0,3,0,0,0,0.0,Quebec,Male,College,73135.0,Single,Star,2448.86,Standard,2016,7,2017.0,1,1,2016-07-01,29,0,0,1,0.9999,Critical,0.9928302563183368,2,Dormant High-Value
684123,87,129843,129843.0,3253,586,29,48,0.0,0.6042,0.0251,2.8333,3.8889,1.0556,0.2874,20,25,24,18,2.0833,British Columbia,Male,Doctor,221857.0,Married,Nova,8257.67,Standard,2013,1,,0,0,2013-01-01,71,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
684133,35,49444,49444.0,715,129,11,24,0.0,0.4583,0.0145,2.1667,1.2222,-0.9445,0.3429,7,8,12,8,1.8333,British Columbia,Female,Bachelor,101730.0,Married,Star,8268.27,Standard,2014,5,,0,0,2014-05-01,55,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
684155,37,57625,57625.0,0,0,14,24,2.0,0.5833,0.0,2.1667,1.3333,-0.8334,0.4054,12,6,15,4,1.5,British Columbia,Female,Bachelor,51785.0,Single,Star,5406.88,Standard,2015,12,,0,0,2015-12-01,36,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
684201,45,78738,78738.0,1021,184,13,24,0.0,0.5417,0.013,1.3333,2.0556,0.7223,0.3778,6,17,15,7,2.0,Ontario,Female,Bachelor,80000.0,Single,Star,22110.4,Standard,2017,4,,0,0,2017-04-01,20,0,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
684296,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,British Columbia,Male,Bachelor,75171.0,Married,Nova,2777.53,Standard,2013,12,2016.0,1,0,2013-12-01,60,1,0,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
684305,29,35021,35021.0,1821,328,13,24,2.0,0.5417,0.052,1.8333,1.0,-0.8333,0.4138,12,9,6,2,1.0,Ontario,Male,College,74123.0,Married,Aurora,19357.37,Standard,2013,10,,0,0,2013-10-01,62,2,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
684371,45,64928,64928.0,0,0,17,24,1.0,0.7083,0.0,2.1667,1.7778,-0.3889,0.3333,9,12,15,9,1.3333,Ontario,Male,College,73327.0,Single,Nova,10175.24,Standard,2015,2,,0,0,2015-02-01,46,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
684386,29,43068,43068.0,1372,248,16,24,0.0,0.6667,0.0319,1.3333,1.1667,-0.1666,0.4138,11,4,2,12,1.5,British Columbia,Female,Bachelor,72409.0,Married,Nova,5380.9,Standard,2012,9,,0,0,2012-09-01,75,1,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
684491,37,60112,60112.0,399,72,12,24,3.0,0.5,0.0066,1.8333,1.4444,-0.3889,0.3784,8,13,14,2,1.5,Ontario,Female,Bachelor,54340.0,Married,Aurora,10487.74,Standard,2016,12,,0,0,2016-12-01,24,2,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
684691,45,74418,74418.0,1261,227,14,24,1.0,0.5833,0.0169,2.0,1.8333,-0.1667,0.4,5,15,18,7,1.6667,Alberta,Male,Bachelor,50906.0,Divorced,Star,9830.34,Standard,2016,4,,0,0,2016-04-01,32,0,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
684699,0,0,0.0,0,0,0,24,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,Nova Scotia,Female,Bachelor,87635.0,Married,Nova,4669.23,Standard,2015,1,2015.0,1,0,2015-01-01,47,1,1,1,0.0002,High,0.8719005795542809,3,At-Risk Inactives
684776,30,49151,49151.0,1306,235,13,24,0.0,0.5417,0.0266,1.3333,1.2222,-0.1111,0.5,5,4,6,15,1.8333,Ontario,Female,Bachelor,62604.0,Married,Nova,7243.87,Standard,2014,11,,0,0,2014-11-01,49,1,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
684826,35,65046,65046.0,0,0,14,24,0.0,0.5833,0.0,0.8333,1.6667,0.8334,0.4286,3,10,7,15,1.8333,Ontario,Female,Bachelor,60428.0,Married,Nova,2821.95,Standard,2016,10,,0,0,2016-10-01,26,1,1,1,0.0,Low,0.2349286013025034,1,New Engagers II
684835,9,12864,12864.0,927,167,3,24,1.0,0.125,0.0721,0.0,0.5,0.5,0.5556,0,0,4,5,1.5,Ontario,Male,Doctor,73871.0,Single,Star,2242.09,Standard,2018,7,,0,0,2018-07-01,5,0,0,1,0.0001,Medium,0.6197347194837785,2,Dormant High-Value
684881,70,106507,106507.0,2364,425,26,48,0.0,0.5417,0.0222,2.1667,3.1667,1.0,0.3286,15,10,23,22,1.75,British Columbia,Female,College,73135.0,Married,Star,2607.82,Standard,2012,6,,0,0,2012-06-01,78,0,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
684889,71,95263,95263.0,1214,218,30,48,2.0,0.625,0.0127,2.3333,3.1667,0.8334,0.3662,14,20,26,11,1.5,British Columbia,Female,Bachelor,82481.0,Divorced,Aurora,8184.59,Standard,2016,4,,0,0,2016-04-01,32,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
684934,20,25920,25920.0,1070,192,10,24,11.0,0.4167,0.0413,1.5,0.6111,-0.8889,0.45,9,1,5,5,0.0,Ontario,Male,Bachelor,98675.0,Divorced,Nova,8272.49,Standard,2012,12,,0,0,2012-12-01,72,1,0,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
685171,29,40810,40810.0,435,78,12,24,2.0,0.5,0.0107,2.0,0.9444,-1.0556,0.3448,4,10,9,6,1.1667,Nova Scotia,Female,College,73135.0,Divorced,Star,26999.68,Standard,2013,7,,0,0,2013-07-01,65,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
685208,37,50593,50593.0,1171,211,16,24,0.0,0.6667,0.0231,1.5,1.5556,0.0556,0.3514,6,9,9,13,1.5,Ontario,Male,Bachelor,61746.0,Single,Nova,3305.13,Standard,2014,3,,0,0,2014-03-01,57,1,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
685314,33,38684,38684.0,291,52,13,24,0.0,0.5417,0.0075,0.5,1.6667,1.1667,0.5152,4,6,17,6,2.3333,Ontario,Male,Bachelor,55335.0,Married,Star,4834.8,Standard,2014,10,,0,0,2014-10-01,50,0,0,1,0.0001,Medium,0.6197347194837785,1,New Engagers II
685346,34,39042,39042.0,408,73,13,24,1.0,0.5417,0.0105,0.8333,1.6111,0.7778,0.3235,4,11,10,9,2.0,Quebec,Male,Bachelor,72587.0,Married,Star,4869.24,Standard,2014,10,,0,0,2014-10-01,50,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
685375,42,57834,57834.0,1700,306,16,24,0.0,0.6667,0.0294,1.5,1.8333,0.3333,0.4286,10,6,8,18,3.1667,British Columbia,Male,College,73135.0,Married,Star,18542.3,Standard,2016,7,,0,0,2016-07-01,29,0,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
685408,42,69712,69712.0,833,150,14,24,1.0,0.5833,0.0119,1.0,2.0,1.0,0.2857,11,7,12,12,2.6667,Ontario,Male,Bachelor,66259.0,Divorced,Aurora,5480.7,Standard,2012,10,,0,0,2012-10-01,74,2,0,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
685518,12,16336,16336.0,568,102,5,24,10.0,0.2083,0.0348,0.0,0.6667,0.6667,0.5,3,0,6,3,0.0,Alberta,Male,Bachelor,58033.0,Married,Nova,18042.48,Standard,2017,6,2018.0,1,0,2017-06-01,18,1,0,1,0.0001,Medium,0.6197347194837785,2,Dormant High-Value
685533,34,39410,39410.0,1080,195,11,24,3.0,0.4583,0.0274,1.6667,1.3333,-0.3334,0.3824,12,9,13,0,1.1667,Ontario,Female,Bachelor,59256.0,Single,Star,7717.0,Standard,2013,6,,0,0,2013-06-01,66,0,1,1,0.0001,Medium,0.6197347194837785,4,Loyal Frequent Fliers
685546,35,45422,45422.0,584,105,17,24,0.0,0.7083,0.0129,1.5,1.4444,-0.0556,0.3143,9,10,11,5,1.3333,Alberta,Female,College,74123.0,Single,Aurora,10346.32,Standard,2014,6,,0,0,2014-06-01,54,2,1,1,0.0,Low,0.2349286013025034,4,Loyal Frequent Fliers
