Loyalty Number,months_with_flights,total_flights,total_distance,total_pts_acc,total_pts_red
571498,12,31,45400,45400.0,980
571603,6,35,31502,47253.0,0
571643,16,53,88391,88391.0,1317
571670,15,48,79515,79515.0,1408
571760,16,39,52839,52839.0,527
571845,0,0,0,0.0,0
571942,15,40,58888,58888.0,556
571964,14,40,64833,64833.0,0
571970,15,27,36906,36906.0,437
571992,17,36,53977,53977.0,930
572015,14,38,51382,51382.0,1061
572045,11,31,45994,45994.0,0
572062,0,0,0,0.0,0
572066,3,12,14502,14502.0,983
572073,15,35,54576,54576.0,1102
572094,7,20,35536,35536.0,544
572263,13,40,41576,41576.0,745
572265,16,48,63801,63801.0,1428
572282,15,41,59291,59291.0,933
572345,17,47,68924,68924.0,855
572410,14,46,62977,62977.0,416
572448,3,8,14607,14607.0,0
572463,0,0,0,0.0,0
572505,4,15,24972,24972.0,332
572547,11,23,35741,35741.0,435
572647,10,25,39722,39722.0,1231
572663,14,35,55452,55452.0,890
572668,12,31,52848,52848.0,0
572768,2,6,4257,4257.0,0
572811,13,41,64327,64327.0,0
572812,6,11,13840,13840.0,360
572836,3,8,12457,12457.0,458
572890,5,11,18024,18024.0,0
572927,7,18,27036,27036.0,977
573078,5,11,13406,13406.0,608
573217,16,37,51443,51443.0,0
573290,5,55,69389,104083.5,656
573332,16,41,56504,56504.0,0
573344,15,39,50541,50541.0,1052
573347,0,0,0,0.0,0
573446,27,68,92748,92748.0,963
573458,19,51,83835,83835.0,2060
573475,15,45,68057,68057.0,1048
573505,15,41,73690,73690.0,392
573649,15,39,54657,54657.0,0
573661,3,5,5050,5050.0,0
573681,18,45,69227,69227.0,970
573830,4,11,11645,11645.0,0
573897,18,47,72363,72363.0,1018
573954,14,33,51970,51970.0,1162
573964,10,30,45725,45725.0,983
573972,14,29,43134,43134.0,396
573986,3,7,16665,16665.0,0
573995,2,7,14264,14264.0,503
574005,4,17,24166,24166.0,403
574081,9,26,34892,34892.0,576
574163,15,38,43622,43622.0,1856
574302,8,21,33119,33119.0,498
574330,14,36,55503,55503.0,323
574391,9,19,26278,26278.0,1399
574492,0,0,0,0.0,0
574506,7,28,34159,34159.0,418
574542,18,48,66419,66419.0,374
574560,0,0,0,0.0,0
574613,0,0,0,0.0,0
574627,0,0,0,0.0,0
574640,16,48,76336,76336.0,1141
574674,14,37,52493,52493.0,340
574688,0,0,0,0.0,0
574723,10,24,28529,28529.0,1193
574726,17,48,56545,56545.0,1077
574745,0,0,0,0.0,0
574771,19,47,61622,61622.0,0
574835,15,37,63414,63414.0,3446
574899,13,25,33924,33924.0,657
574930,3,7,15010,15010.0,0
575015,3,8,10762,10762.0,299
575030,7,18,23929,23929.0,1333
575070,13,36,48221,48221.0,1096
575089,0,0,0,0.0,0
575123,13,32,45502,45502.0,471
575145,0,0,0,0.0,0
575147,14,35,53779,53779.0,1897
575342,8,23,26772,26772.0,556
575411,0,0,0,0.0,0
575434,16,39,48959,48959.0,822
575487,5,28,63043,94564.5,521
575571,15,37,53162,53162.0,491
575573,16,46,68302,68302.0,1443
575574,19,53,74761,74761.0,801
575612,11,31,44202,44202.0,444
575818,13,32,56027,56027.0,2011
575821,6,16,20190,20190.0,1114
575833,15,42,56753,56753.0,3277
575844,15,32,41814,41814.0,1237
575849,12,27,33407,33407.0,0
575948,17,42,67521,67521.0,635
576051,16,47,77299,77299.0,2359
576057,2,5,9862,9862.0,0
576071,12,32,54390,54390.0,660
576074,12,35,52070,52070.0,495
576110,14,33,47042,47042.0,1470
576176,2,2,3111,3111.0,0
576184,10,25,39820,39820.0,1429
576217,12,30,48150,48150.0,598
576294,15,39,62926,62926.0,880
576345,11,27,50798,50798.0,0
576354,17,40,61854,61854.0,427
576363,15,35,47932,47932.0,431
576498,10,31,40522,40522.0,300
576576,15,41,52564,52564.0,1914
576587,17,50,75359,75359.0,0
576654,0,0,0,0.0,0
576658,6,58,89356,134034.0,508
576690,18,47,68384,68384.0,0
576692,15,36,45357,45357.0,1097
576716,13,37,56511,56511.0,1178
576736,4,19,22160,33240.0,1358
576871,13,28,41796,41796.0,1391
576878,15,37,66704,66704.0,2113
576911,17,50,68566,68566.0,2780
576936,14,36,55921,55921.0,628
576947,9,31,46976,46976.0,0
577124,10,27,34512,34512.0,1426
577151,7,59,99235,148852.5,474
577156,18,56,92639,92639.0,781
577195,1,3,3402,3402.0,0
577232,0,0,0,0.0,0
577265,14,34,55596,55596.0,1388
577278,9,19,24898,24898.0,2064
577322,14,33,46428,46428.0,1987
577360,15,47,68670,68670.0,1204
577374,10,28,42437,42437.0,574
577386,12,38,58712,58712.0,499
577398,14,42,66637,66637.0,1391
577405,18,55,95121,95121.0,562
577467,13,42,51309,51309.0,0
577501,14,40,52752,52752.0,0
577535,17,47,68263,68263.0,1099
577726,12,31,42814,42814.0,1788
577795,19,53,78339,78339.0,1440
577844,15,46,59939,59939.0,332
577860,9,23,30264,30264.0,1229
577872,10,21,34124,34124.0,0
577901,4,13,23901,23901.0,386
577998,0,0,0,0.0,0
578013,13,32,50903,50903.0,488
578020,7,25,29991,29991.0,993
578114,15,31,41532,41532.0,771
578167,13,33,61274,61274.0,453
578203,14,36,47749,47749.0,1536
578234,4,11,17420,17420.0,555
578688,12,32,45351,45351.0,0
578751,0,0,0,0.0,0
578788,3,13,16816,16816.0,0
578811,14,39,58989,58989.0,1977
578837,13,25,34177,34177.0,1028
578944,18,53,77628,77628.0,499
578998,17,44,68537,68537.0,896
579005,17,52,82665,82665.0,506
579015,9,26,50670,50670.0,1234
579034,15,40,63881,63881.0,956
579093,3,9,17872,17872.0,0
579245,0,0,0,0.0,0
579283,5,14,24778,24778.0,1039
579318,17,35,64110,64110.0,610
579322,16,29,41891,41891.0,2104
579377,16,44,74059,74059.0,2633
579424,9,29,45668,45668.0,0
579438,5,12,19086,19086.0,0
579581,14,30,37931,37931.0,1002
579584,0,0,0,0.0,0
579684,11,34,56382,56382.0,0
579710,12,31,46477,46477.0,0
579726,13,32,47708,47708.0,557
579785,3,18,25936,38904.0,0
579847,15,36,45159,45159.0,392
579883,5,17,29622,29622.0,726
579890,17,48,77388,77388.0,2125
579931,11,28,47541,47541.0,1058
579943,11,27,42986,42986.0,320
579990,14,37,58166,58166.0,725
580068,4,12,18473,18473.0,0
580159,10,26,36595,36595.0,1259
580169,10,27,37908,37908.0,1593
580201,12,26,40295,40295.0,643
580212,13,26,32265,32265.0,1476
580324,10,22,39372,39372.0,1089
580341,16,47,83130,83130.0,1453
580356,15,35,51291,51291.0,344
580472,15,36,56031,56031.0,2161
580493,7,23,29273,29273.0,910
580500,5,45,69786,104679.0,433
580508,16,53,61746,61746.0,2086
580554,16,44,76885,76885.0,2021
580586,13,28,49692,49692.0,1007
580592,0,0,0,0.0,0
580628,0,0,0,0.0,0
580834,14,44,61932,61932.0,741
580979,4,8,15340,15340.0,0
581007,14,36,49057,49057.0,343
581079,14,36,43285,43285.0,1100
581260,12,32,45230,45230.0,0
581294,17,49,86011,86011.0,0
581380,0,0,0,0.0,0
581396,9,24,32240,32240.0,0
581419,0,0,0,0.0,0
581427,13,31,42069,42069.0,539
581481,19,46,72104,72104.0,1673
581513,10,23,41258,41258.0,372
581531,11,29,38087,38087.0,1138
581533,15,36,47670,47670.0,0
581596,15,44,74330,74330.0,616
581651,3,5,9552,9552.0,0
581661,14,44,56707,56707.0,1364
581668,13,33,44514,44514.0,321
581682,12,30,40943,40943.0,687
581712,15,39,55712,55712.0,1471
581913,6,12,14712,14712.0,1923
581999,12,25,30716,30716.0,0
582066,13,35,53958,53958.0,723
582067,2,4,9026,9026.0,0
582097,0,0,0,0.0,0
582166,0,0,0,0.0,0
582244,0,0,0,0.0,0
582256,0,0,0,0.0,0
582257,19,54,82444,82444.0,1150
582364,17,46,74507,74507.0,1479
582427,14,44,66650,66650.0,0
582429,6,16,25053,25053.0,0
582493,31,71,95746,95746.0,3605
582646,7,20,31204,31204.0,863
582674,5,59,96449,144673.5,575
582690,14,45,60854,60854.0,0
582843,1,3,7092,7092.0,0
582861,12,25,37048,37048.0,0
582874,4,52,80212,120318.0,482
582883,16,39,67305,67305.0,1273
582929,13,44,61793,61793.0,354
582930,12,37,56923,56923.0,0
582990,1,2,2546,2546.0,0
583003,7,15,19276,19276.0,1284
583005,18,42,62340,62340.0,1055
583165,0,0,0,0.0,0
583175,5,8,12063,12063.0,0
583223,12,28,46830,46830.0,525
583227,14,38,67336,67336.0,2116
583252,12,27,39165,39165.0,2083
583271,2,3,5476,5476.0,0
583272,5,14,19367,19367.0,0
583327,14,38,59974,59974.0,1611
583415,15,41,65882,65882.0,0
583513,17,50,79691,79691.0,607
583539,16,43,68512,68512.0,1183
583565,17,48,80106,80106.0,2946
583601,2,6,5526,5526.0,0
583610,16,35,46004,46004.0,939
583648,12,28,46088,46088.0,668
583670,12,37,49566,49566.0,464
583718,10,29,41384,41384.0,1951
583754,5,8,16376,16376.0,1529
583788,1,4,6764,6764.0,0
584017,18,43,71338,71338.0,1181
584173,15,48,65875,65875.0,354
584285,15,43,73047,73047.0,1316
584377,12,31,46488,46488.0,847
584405,14,35,53956,53956.0,0
584426,0,0,0,0.0,0
584458,18,42,66084,66084.0,1396
584463,14,36,53639,53639.0,2416
584536,17,39,58722,58722.0,495
584537,13,35,52574,52574.0,0
584564,16,40,52415,52415.0,1774
584727,11,42,72415,72415.0,945
584737,3,5,5891,5891.0,0
584782,9,23,31433,31433.0,1243
584796,2,6,7692,7692.0,0
584833,14,43,59344,59344.0,780
584845,18,48,68564,68564.0,507
584880,12,25,38775,38775.0,1334
585039,16,46,62134,62134.0,1231
585066,0,0,0,0.0,0
585082,9,27,36294,36294.0,933
585162,0,0,0,0.0,0
585271,11,27,46041,46041.0,754
585275,11,33,49343,49343.0,1329
585277,11,32,51904,51904.0,0
585316,11,25,35853,35853.0,562
585357,20,51,84589,84589.0,1935
585377,12,28,34045,34045.0,453
585386,15,40,66167,66167.0,746
585420,10,23,36590,36590.0,598
585495,0,0,0,0.0,0
585509,6,20,30223,30223.0,0
585629,19,56,100777,100777.0,408
585642,16,40,57359,57359.0,336
585756,29,65,93016,93016.0,1106
585780,15,40,70664,70664.0,3436
585793,13,34,54018,54018.0,521
585850,15,45,73919,73919.0,1112
585853,17,47,74690,74690.0,2535
585854,17,40,68651,68651.0,1195
585947,16,48,66272,66272.0,0
585975,12,38,58818,58818.0,910
585976,1,5,3720,3720.0,0
585978,10,26,42370,42370.0,399
586056,10,27,43629,43629.0,0
586076,5,32,49546,74319.0,0
586100,13,34,51092,51092.0,384
586164,14,38,69418,69418.0,1322
586191,10,22,26876,26876.0,367
586199,6,26,39883,59824.5,0
586365,8,22,28083,28083.0,624
586401,10,27,33631,33631.0,358
586446,13,33,54933,54933.0,564
586542,17,50,68189,68189.0,0
586686,14,35,56973,56973.0,584
586711,17,49,80995,80995.0,636
586734,16,52,81065,81065.0,936
586753,19,54,79242,79242.0,1046
586870,14,34,46204,46204.0,0
586891,12,28,42808,42808.0,412
586944,15,39,50724,50724.0,598
587136,5,18,18821,18821.0,750
587196,6,16,24803,24803.0,1122
587284,5,13,27543,27543.0,341
587378,16,30,45638,45638.0,1485
587420,13,35,61687,61687.0,956
587480,17,49,82187,82187.0,0
587543,3,7,9818,9818.0,476
587591,11,29,49251,49251.0,447
587619,15,40,63461,63461.0,823
587623,13,30,47072,47072.0,1480
587633,12,25,34572,34572.0,975
587769,0,0,0,0.0,0
587800,13,35,46026,46026.0,823
587867,12,31,40596,40596.0,463
588015,13,31,45899,45899.0,753
588095,16,40,66714,66714.0,0
588220,15,40,65656,65656.0,1898
588237,12,33,31726,31726.0,2056
588292,4,16,25934,25934.0,449
588445,17,45,63553,63553.0,2260
588516,16,48,75724,75724.0,1886
588657,15,37,56150,56150.0,1505
588789,14,37,55524,55524.0,1901
588864,1,2,1792,1792.0,0
588917,14,35,54787,54787.0,728
588943,3,7,11543,11543.0,0
588980,13,40,54595,54595.0,409
588993,2,5,9794,9794.0,0
589074,2,16,20552,30828.0,0
589101,11,22,28955,28955.0,332
589394,0,0,0,0.0,0
589427,9,24,27336,27336.0,0
589430,4,14,12963,12963.0,517
589466,6,20,35509,35509.0,1925
589580,15,52,78121,78121.0,1159
589745,20,43,70765,70765.0,2277
589765,13,32,52701,52701.0,523
589795,12,36,51948,51948.0,0
589818,1,2,3834,3834.0,0
589840,12,26,42597,42597.0,469
590012,0,0,0,0.0,0
590025,10,25,40931,40931.0,586
590098,13,25,39665,39665.0,1662
590246,15,33,47363,47363.0,1942
590280,11,40,69529,69529.0,623
590301,9,28,39568,39568.0,440
590393,2,7,12108,12108.0,0
590485,17,41,61938,61938.0,1617
590514,14,31,37945,37945.0,1473
590621,1,2,4866,4866.0,0
590647,15,40,69729,69729.0,2074
590727,6,16,23731,23731.0,1238
590752,18,44,77905,77905.0,1366
590778,13,24,33523,33523.0,568
590936,13,32,49102,49102.0,1281
590981,11,30,42656,42656.0,0
590989,9,20,22468,22468.0,448
591174,10,29,46914,46914.0,1761
591234,2,7,9378,9378.0,0
591272,18,42,77323,77323.0,1410
591367,14,40,49909,49909.0,2217
591377,14,32,44226,44226.0,0
591414,5,26,40815,61222.5,447
591476,5,9,12837,12837.0,0
591547,14,36,62207,62207.0,660
591576,0,0,0,0.0,0
591579,4,6,8103,8103.0,552
591608,11,34,51160,51160.0,976
591641,11,30,49612,49612.0,0
591731,20,47,70582,70582.0,645
591758,14,29,56269,56269.0,1058
591841,13,46,68436,68436.0,447
591854,10,19,27457,27457.0,1632
592003,7,38,58764,88146.0,0
592034,6,41,61291,91936.5,0
592064,5,15,26538,26538.0,905
592088,17,51,82572,82572.0,657
592145,14,31,42315,42315.0,431
592213,0,0,0,0.0,0
592218,1,3,5739,5739.0,0
592251,14,34,49315,49315.0,980
592302,9,19,22164,22164.0,0
592350,16,50,69656,69656.0,0
592431,16,33,53106,53106.0,664
592485,15,46,69523,69523.0,603
592515,0,0,0,0.0,0
592532,0,0,0,0.0,0
592966,12,36,59640,59640.0,501
592992,7,21,31945,31945.0,0
593007,13,30,47093,47093.0,1255
593039,8,27,40330,40330.0,0
593116,17,52,79409,79409.0,0
593190,15,42,59208,59208.0,479
593252,18,48,61377,61377.0,1003
593277,9,24,31499,31499.0,0
593327,4,12,12568,12568.0,0
593340,15,39,65558,65558.0,437
593386,6,38,74937,112405.5,470
593421,16,48,60314,60314.0,2162
593506,15,39,48773,48773.0,0
593651,11,30,54308,54308.0,596
593684,16,39,60131,60131.0,642
593710,12,24,33661,33661.0,630
593781,9,24,35934,35934.0,1005
593868,15,41,63591,63591.0,884
593885,0,0,0,0.0,0
594028,15,40,56307,56307.0,537
594044,4,8,9860,9860.0,0
594200,0,0,0,0.0,0
594468,0,0,0,0.0,0
594598,6,64,98404,147606.0,1120
594606,1,2,3412,3412.0,0
594626,0,0,0,0.0,0
594636,6,21,41148,41148.0,333
594649,14,39,59226,59226.0,1376
594672,16,46,83704,83704.0,1086
594681,4,11,21107,21107.0,0
594997,11,32,42367,42367.0,1328
595024,14,39,55559,55559.0,2200
595027,12,34,36165,36165.0,0
595028,17,47,74129,74129.0,0
595083,13,41,53145,53145.0,613
595169,18,54,81658,81658.0,0
595215,12,28,43077,43077.0,437
595235,15,40,63847,63847.0,1623
595236,6,19,28557,28557.0,0
595320,15,52,80690,80690.0,2220
595323,16,37,62834,62834.0,635
595325,15,43,67236,67236.0,585
595334,2,6,4734,4734.0,0
595529,0,0,0,0.0,0
595624,2,5,6152,6152.0,0
595658,14,41,59660,59660.0,2435
595681,13,30,46085,46085.0,360
595747,16,33,40693,40693.0,898
595775,0,0,0,0.0,0
595965,16,49,80812,80812.0,523
595978,10,27,36057,36057.0,0
595980,15,38,58255,58255.0,1553
596004,15,34,58198,58198.0,1751
596033,0,0,0,0.0,0
596153,10,27,36417,36417.0,382
596171,4,9,17441,17441.0,1817
596173,0,0,0,0.0,0
596179,15,44,79867,79867.0,0
596297,8,23,33388,33388.0,983
596327,12,33,36485,36485.0,492
596390,11,26,42406,42406.0,0
596462,7,68,106264,159396.0,1193
596544,7,52,71006,106509.0,777
596586,14,41,71541,71541.0,1488
596674,17,43,73566,73566.0,0
596787,15,45,65907,65907.0,802
596818,11,19,30387,30387.0,404
596911,12,28,38461,38461.0,1588
597023,14,38,54923,54923.0,505
597124,0,0,0,0.0,0
597156,3,20,31488,47232.0,0
597189,11,31,42131,42131.0,1023
597191,14,25,38821,38821.0,824
597197,12,33,40342,40342.0,2356
597209,13,45,77039,77039.0,516
597228,15,39,52866,52866.0,1003
597237,14,31,43899,43899.0,1876
597267,13,37,49927,49927.0,0
597294,5,41,49777,74665.5,0
597300,14,36,47705,47705.0,432
597313,11,33,54316,54316.0,0
597522,0,0,0,0.0,0
597532,12,29,47549,47549.0,658
597630,2,7,6945,6945.0,0
597837,18,44,70480,70480.0,1217
597897,4,5,6953,6953.0,0
597981,15,34,50961,50961.0,838
598016,14,42,44891,44891.0,1952
598059,15,33,43226,43226.0,1771
598258,0,0,0,0.0,0
598360,12,32,51673,51673.0,1761
598364,12,35,37308,37308.0,424
598369,16,42,63920,63920.0,1276
598398,9,25,32739,32739.0,1402
598705,15,44,66447,66447.0,0
598706,10,28,43201,43201.0,486
598711,9,26,42145,42145.0,868
598760,13,36,52224,52224.0,0
598799,17,42,69581,69581.0,1458
599078,9,22,23185,23185.0,1793
599145,10,38,39749,39749.0,687
599184,14,42,52848,52848.0,0
599341,22,58,102009,102009.0,1863
599369,9,24,35299,35299.0,565
599372,12,28,41541,41541.0,506
599394,4,13,22291,22291.0,0
599442,14,31,44746,44746.0,915
599483,18,48,65847,65847.0,1166
599491,17,48,63895,63895.0,1290
599560,9,20,27808,27808.0,1973
599746,13,34,39505,39505.0,796
599778,8,45,58915,88372.5,340
599873,2,4,4900,4900.0,562
599925,9,18,26349,26349.0,433
600013,7,20,34821,34821.0,0
600021,5,14,17999,17999.0,0
600063,14,46,75744,75744.0,440
600220,0,0,0,0.0,0
600302,14,38,57608,57608.0,338
600309,7,57,86733,130099.5,0
600432,14,39,62047,62047.0,1652
600482,12,28,42979,42979.0,316
600541,2,4,6330,6330.0,0
600563,14,40,64572,64572.0,1513
600598,13,39,60162,60162.0,1976
600651,14,45,56556,56556.0,2283
600664,20,57,80599,80599.0,1209
600712,10,19,28318,28318.0,1345
600746,17,36,59138,59138.0,0
600756,15,39,57372,57372.0,1075
600785,13,45,70427,70427.0,0
600792,4,8,11163,11163.0,463
600820,0,0,0,0.0,0
600884,12,37,48762,48762.0,1068
600914,14,37,54453,54453.0,396
600923,0,0,0,0.0,0
601027,18,45,69524,69524.0,1210
601068,0,0,0,0.0,0
601105,11,39,72972,72972.0,0
601131,22,52,77886,77886.0,1666
601143,10,21,24581,24581.0,606
601167,14,37,55689,55689.0,0
601332,18,52,76508,76508.0,514
601341,12,33,44963,44963.0,748
601407,10,37,56805,56805.0,0
601448,17,46,75006,75006.0,2500
601583,9,26,25583,25583.0,0
601586,17,47,65729,65729.0,572
601597,8,18,26379,26379.0,547
601625,8,63,93277,139915.5,880
601626,15,46,73946,73946.0,1746
601681,16,44,49565,49565.0,1203
601775,16,48,65634,65634.0,1111
601834,15,39,58139,58139.0,0
601940,13,25,39660,39660.0,1902
601997,0,0,0,0.0,0
602014,15,47,68636,68636.0,1383
602043,0,0,0,0.0,0
602068,8,22,27415,27415.0,525
602086,7,22,29406,29406.0,0
602150,15,38,46668,46668.0,0
602176,9,22,38288,38288.0,1091
602213,15,33,53070,53070.0,654
602222,11,24,33787,33787.0,648
602275,3,11,22126,22126.0,0
602346,12,26,37726,37726.0,1012
602361,11,36,55258,55258.0,2362
602384,4,8,15006,15006.0,417
602574,13,38,57292,57292.0,595
602585,10,24,37821,37821.0,0
602587,12,27,36521,36521.0,1242
602649,4,13,19567,19567.0,1392
602685,18,43,66558,66558.0,1219
602694,3,9,16515,16515.0,0
602783,17,34,44540,44540.0,1349
602900,14,35,58374,58374.0,443
602931,12,29,37352,37352.0,653
603005,4,26,50266,75399.0,0
603009,6,37,64078,96117.0,617
603050,5,10,12821,12821.0,1219
603070,7,63,53388,80082.0,1140
603077,13,33,55838,55838.0,1161
603079,15,36,49933,49933.0,1558
603082,5,18,31701,31701.0,0
603248,0,0,0,0.0,0
603371,8,22,32752,32752.0,1148
603407,15,41,75151,75151.0,1202
603433,2,8,10964,10964.0,620
603446,16,40,56839,56839.0,1064
603531,15,44,61444,61444.0,477
603539,14,38,68254,68254.0,989
603545,11,26,49037,49037.0,0
603587,12,28,35923,35923.0,1266
603653,5,35,48341,72511.5,441
603658,17,40,64556,64556.0,2023
603674,13,38,56707,56707.0,1551
603739,17,47,68512,68512.0,888
603744,12,33,51491,51491.0,367
603775,16,43,58077,58077.0,1816
603968,13,30,46172,46172.0,1359
604019,15,44,56848,56848.0,513
604039,0,0,0,0.0,0
604076,0,0,0,0.0,0
604077,1,2,4554,4554.0,0
604116,5,46,58616,87924.0,0
604274,26,79,113245,113245.0,987
604328,0,0,0,0.0,0
604332,13,34,57034,57034.0,0
604436,1,1,1404,1404.0,350
604461,10,29,35309,35309.0,428
604470,16,55,95279,95279.0,789
604471,2,4,4612,4612.0,0
604510,6,68,72068,108102.0,0
604526,10,35,37528,37528.0,695
604630,0,0,0,0.0,0
604645,9,29,40657,40657.0,1072
604681,10,30,51865,51865.0,2057
604724,15,44,75389,75389.0,372
604772,16,46,78860,78860.0,1642
604783,9,26,37756,37756.0,0
604792,13,30,44049,44049.0,516
604822,16,40,64762,64762.0,457
604825,0,0,0,0.0,0
604839,0,0,0,0.0,0
604870,28,75,128710,128710.0,1685
604943,14,41,62608,62608.0,922
605127,18,44,77243,77243.0,630
605134,14,35,57237,57237.0,2050
605184,12,30,43680,43680.0,732
605269,11,24,33091,33091.0,887
605320,19,66,98676,98676.0,838
605322,16,33,56971,56971.0,1502
605341,12,33,56511,56511.0,694
605343,12,29,44234,44234.0,0
605421,13,38,56659,56659.0,1082
605500,19,56,80774,80774.0,825
605505,11,41,53596,53596.0,1131
605723,10,26,44780,44780.0,1492
605761,10,15,19206,19206.0,509
605768,0,0,0,0.0,0
605787,15,41,58133,58133.0,1190
605790,13,31,42045,42045.0,496
605803,18,56,87079,87079.0,477
605849,16,52,80877,80877.0,350
605874,7,19,36102,36102.0,618
605877,15,41,72699,72699.0,1877
605907,14,40,59109,59109.0,1602
605926,13,38,53400,53400.0,786
606004,5,16,29694,29694.0,1049
606026,18,50,73750,73750.0,1084
606060,14,33,54093,54093.0,1174
606074,11,16,20626,20626.0,721
606076,0,0,0,0.0,0
606117,0,0,0,0.0,0
606214,15,34,49041,49041.0,2173
606344,6,21,38061,38061.0,0
606371,13,28,43144,43144.0,1121
606396,4,29,47488,71232.0,0
606455,15,38,60718,60718.0,1049
606563,10,31,48746,48746.0,521
606600,12,22,27839,27839.0,2062
606712,9,26,33126,33126.0,610
606811,0,0,0,0.0,0
606846,15,44,62201,62201.0,462
606852,16,39,57602,57602.0,541
606875,20,54,79563,79563.0,2950
606877,9,25,36299,36299.0,0
606962,5,15,18912,18912.0,320
606989,14,43,67859,67859.0,1656
607115,15,33,44834,44834.0,1048
607117,13,31,52117,52117.0,721
607123,16,40,53960,53960.0,1791
607266,0,0,0,0.0,0
607275,16,38,52005,52005.0,1134
607292,15,41,54205,54205.0,1270
607347,13,33,47844,47844.0,1832
607405,14,36,54831,54831.0,0
607453,17,40,64683,64683.0,1736
607480,11,27,43213,43213.0,697
607489,12,32,47648,47648.0,642
607538,7,24,33066,33066.0,1062
607548,10,29,44579,44579.0,1101
607555,13,32,62178,62178.0,605
607565,15,34,48041,48041.0,1026
607588,4,38,64502,96753.0,532
607662,16,42,66108,66108.0,2284
607696,13,36,57127,57127.0,394
607752,0,0,0,0.0,0
607769,5,69,84579,126868.5,506
607847,6,12,17659,17659.0,406
607856,10,30,56894,56894.0,1041
607885,16,45,66502,66502.0,388
607993,4,10,18304,18304.0,521
607997,12,35,59731,59731.0,548
608070,19,59,78432,78432.0,1535
608087,11,28,35451,35451.0,0
608116,15,32,41023,41023.0,1616
608159,12,27,42590,42590.0,400
608241,16,34,61154,61154.0,503
608326,5,16,18440,18440.0,0
608370,15,35,48432,48432.0,1291
608384,17,39,56430,56430.0,1536
608419,16,49,75464,75464.0,1144
608493,14,41,60735,60735.0,511
608504,0,0,0,0.0,0
608508,14,41,67846,67846.0,1255
608517,19,46,81758,81758.0,0
608537,4,12,20105,20105.0,0
608601,9,23,33495,33495.0,1614
608605,11,31,44134,44134.0,1081
608739,16,47,66543,66543.0,1454
608758,17,40,60258,60258.0,0
608850,19,48,68676,68676.0,1256
608974,11,35,53828,53828.0,698
609009,16,37,60325,60325.0,1112
609072,13,39,56448,56448.0,0
609174,15,44,77866,77866.0,1502
609184,12,33,54829,54829.0,1816
609296,15,41,54015,54015.0,933
609532,14,42,59434,59434.0,1922
609650,9,17,30308,30308.0,0
609664,2,5,7415,7415.0,0
609667,12,32,37323,37323.0,1673
609730,16,37,50573,50573.0,1858
609778,10,27,43908,43908.0,297
609878,0,0,0,0.0,0
609971,12,43,58948,58948.0,1810
610096,15,38,45331,45331.0,1873
610393,14,28,45516,45516.0,440
610432,18,58,91523,91523.0,2266
610465,9,26,38207,38207.0,666
610482,9,22,36831,36831.0,772
610573,14,37,52716,52716.0,1060
610585,14,39,65719,65719.0,607
610631,0,0,0,0.0,0
610684,15,39,73082,73082.0,2295
610860,0,0,0,0.0,0
610916,4,7,6963,6963.0,429
610946,18,45,58573,58573.0,3141
611029,11,24,50093,50093.0,2226
611046,4,12,20837,20837.0,0
611051,14,31,46389,46389.0,1479
611084,13,33,59571,59571.0,647
611086,14,41,68328,68328.0,1169
611247,0,0,0,0.0,0
611356,18,37,63695,63695.0,0
611366,7,19,33745,33745.0,644
611415,16,36,56658,56658.0,789
611436,14,39,51801,51801.0,607
611464,12,35,61011,61011.0,2571
611481,10,32,53372,53372.0,766
611538,12,40,58576,58576.0,604
611582,14,31,36011,36011.0,2149
611618,16,33,54854,54854.0,622
611667,9,72,112085,168127.5,1220
611673,14,39,53501,53501.0,503
611689,17,38,48477,48477.0,664
611765,9,26,38476,38476.0,436
611817,16,46,60069,60069.0,766
611873,16,46,66053,66053.0,1477
611990,12,32,43350,43350.0,0
612013,4,12,23667,23667.0,0
612019,6,16,23846,23846.0,1231
612060,12,36,50784,50784.0,1152
612074,10,26,41506,41506.0,0
612122,10,25,31982,31982.0,899
612140,14,32,48321,48321.0,978
612144,16,37,48920,48920.0,876
612162,11,32,57144,57144.0,783
612186,13,35,50450,50450.0,1776
612233,10,24,41088,41088.0,0
612269,15,34,58232,58232.0,0
612294,9,19,36039,36039.0,1763
612311,12,35,47021,47021.0,2049
612339,16,32,50693,50693.0,910
612370,0,0,0,0.0,0
612488,16,54,86765,86765.0,1668
612510,16,47,69642,69642.0,1217
612555,17,41,66017,66017.0,2084
612595,0,0,0,0.0,0
612650,7,21,35085,35085.0,323
612664,12,35,59087,59087.0,0
612703,15,43,69189,69189.0,645
612719,17,41,59018,59018.0,2211
612742,0,0,0,0.0,0
612795,17,48,63937,63937.0,409
612834,13,39,57054,57054.0,1806
612905,14,35,48796,48796.0,569
612955,9,30,51186,51186.0,319
612963,1,3,3168,3168.0,0
612995,12,29,41796,41796.0,2617
613076,13,28,41760,41760.0,2377
613185,12,35,55247,55247.0,521
613195,11,26,36480,36480.0,1022
613234,15,42,70148,70148.0,0
613265,18,46,70970,70970.0,2047
613303,17,43,48385,48385.0,574
613546,15,36,56165,56165.0,1344
613709,0,0,0,0.0,0
613747,16,45,56538,56538.0,0
613804,13,34,51586,51586.0,963
613860,7,66,114252,171378.0,523
613908,13,38,43562,43562.0,471
613925,3,13,26469,26469.0,0
